ю╖д║,цЬа╓юо╫ц,цЬа╓аж╠Б,фР╠у╟╙,цж╪р╟╙,цж╢К╟╙
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-03 14:00,H,99462,99450,99470
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-03 15:00,H,99438,99430,99450
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-03 16:00,H,99392,99380,99410
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-03 17:00,H,99390,99390,99390
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-03 18:00,H,99418,99400,99430
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-03 19:00,H,99470,99440,99500
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-03 20:00,H,99548,99520,99570
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-03 21:00,H,99595,99580,99610
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-03 22:00,H,99618,99610,99620
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-03 23:00,H,99622,99620,99630
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-04 00:00,H,99615,99610,99620
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-04 01:00,H,99622,99620,99630
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-04 02:00,H,99603,99580,99620
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-04 03:00,H,99600,99580,99620
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-04 04:00,H,99635,99620,99660
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-04 05:00,H,99668,99660,99680
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-04 06:00,H,99680,99670,99690
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-04 07:00,H,99667,99660,99680
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-04 08:00,H,99677,99670,99680
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-04 09:00,H,99678,99670,99680
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-04 10:00,H,99665,99660,99670
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-04 11:00,H,99638,99620,99660
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-04 12:00,H,99593,99570,99620
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-04 13:00,H,99537,99520,99560
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-04 14:00,H,99488,99470,99500
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-04 15:00,H,99440,99410,99470
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-04 16:00,H,99392,99390,99400
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-04 17:00,H,99388,99380,99400
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-04 18:00,H,99403,99400,99410
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-04 19:00,H,99405,99380,99440
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-04 20:00,H,99482,99460,99490
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-04 21:00,H,99535,99500,99580
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-04 22:00,H,99573,99570,99580
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-04 23:00,H,99597,99580,99610
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-05 00:00,H,99615,99610,99630
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-05 01:00,H,99628,99610,99640
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-05 02:00,H,99608,99600,99620
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-05 03:00,H,99615,99600,99620
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-05 04:00,H,99618,99600,99640
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-05 05:00,H,99652,99640,99660
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-05 06:00,H,99638,99620,99660
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-05 07:00,H,99585,99550,99610
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-05 08:00,H,99573,99550,99590
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-05 09:00,H,99618,99600,99630
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-05 10:00,H,99622,99620,99630
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-05 11:00,H,99612,99590,99620
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-05 12:00,H,99563,99540,99580
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-05 13:00,H,99502,99460,99540
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-05 14:00,H,99408,99390,99430
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-05 15:00,H,99392,99390,99400
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-05 16:00,H,99413,99400,99430
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-05 17:00,H,99388,99350,99410
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-05 18:00,H,99445,99420,99460
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-05 19:00,H,99526,99480,99550
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-05 20:00,H,99657,99580,99730
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-05 21:00,H,99813,99760,99850
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-05 22:00,H,99640,99620,99680
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-05 23:00,H,99610,99580,99630
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-06 00:00,H,99577,99560,99590
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-06 01:00,H,99553,99540,99580
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-06 02:00,H,99557,99550,99570
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-06 03:00,H,99598,99580,99610
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-06 04:00,H,99618,99610,99630
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-06 05:00,H,99653,99640,99670
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-06 06:00,H,99694,99680,99710
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-06 07:00,H,99723,99710,99750
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-06 08:00,H,99777,99740,99810
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-06 09:00,H,99767,99740,99790
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-06 10:00,H,99748,99740,99760
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-06 11:00,H,99730,99710,99750
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-06 12:00,H,99682,99660,99710
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-06 13:00,H,99605,99590,99630
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-06 14:00,H,99547,99520,99570
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-06 15:00,H,99522,99510,99540
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-06 16:00,H,99478,99460,99500
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-06 17:00,H,99447,99420,99460
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-06 18:00,H,99423,99410,99430
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-06 19:00,H,99458,99450,99470
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-06 20:00,H,99490,99470,99500
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-06 21:00,H,99502,99500,99510
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-06 22:00,H,99513,99500,99530
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-06 23:00,H,99537,99520,99550
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-07 00:00,H,99553,99550,99560
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-07 01:00,H,99557,99550,99570
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-07 02:00,H,99558,99550,99570
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-07 03:00,H,99533,99520,99550
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-07 04:00,H,99540,99520,99550
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-07 05:00,H,99575,99560,99580
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-07 06:00,H,99567,99560,99570
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-07 07:00,H,99577,99570,99590
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-07 08:00,H,99567,99560,99580
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-07 09:00,H,99575,99560,99590
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-07 10:00,H,99540,99510,99570
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-07 11:00,H,99488,99460,99510
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-07 12:00,H,99440,99410,99460
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-07 13:00,H,99370,99340,99400
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-07 14:00,H,99332,99310,99350
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-07 15:00,H,99312,99290,99330
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-07 16:00,H,99277,99250,99300
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-07 17:00,H,99240,99240,99240
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-07 18:00,H,99248,99240,99250
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-07 19:00,H,99265,99250,99280
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-07 20:00,H,99315,99300,99330
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-07 21:00,H,99340,99330,99350
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-07 22:00,H,99353,99350,99360
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-07 23:00,H,99352,99350,99360
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-08 00:00,H,99342,99330,99350
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-08 01:00,H,99347,99340,99350
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-08 02:00,H,99323,99310,99330
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-08 03:00,H,99323,99320,99330
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-08 04:00,H,99328,99300,99350
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-08 05:00,H,99332,99320,99340
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-08 06:00,H,99360,99350,99370
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-08 07:00,H,99375,99360,99380
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-08 08:00,H,99378,99350,99400
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-08 09:00,H,99307,99290,99330
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-08 10:00,H,99308,99300,99320
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-08 11:00,H,99292,99280,99300
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-08 12:00,H,99302,99300,99310
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-08 13:00,H,99273,99240,99290
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-08 14:00,H,99225,99210,99240
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-08 15:00,H,99208,99170,99230
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-08 16:00,H,99178,99170,99180
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-08 17:00,H,99168,99150,99180
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-08 18:00,H,99185,99170,99190
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-08 19:00,H,99205,99170,99240
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-08 20:00,H,99278,99260,99300
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-08 21:00,H,99305,99300,99310
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-08 22:00,H,99303,99300,99310
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-08 23:00,H,99315,99300,99320
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-09 00:00,H,99283,99280,99290
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-09 01:00,H,99282,99270,99300
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-09 02:00,H,99325,99320,99330
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-09 03:00,H,99312,99300,99320
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-09 04:00,H,99308,99300,99330
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-09 05:00,H,99337,99310,99360
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-09 06:00,H,99368,99360,99370
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-09 07:00,H,99363,99360,99370
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-09 08:00,H,99350,99340,99360
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-09 09:00,H,99348,99340,99350
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-09 10:00,H,99335,99320,99340
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-09 11:00,H,99277,99260,99300
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-09 12:00,H,99238,99230,99250
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-09 13:00,H,99200,99170,99220
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-09 14:00,H,99145,99120,99160
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-09 15:00,H,99107,99100,99110
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-09 16:00,H,99095,99090,99100
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-09 17:00,H,99075,99070,99080
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-09 18:00,H,99100,99090,99110
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-09 19:00,H,99103,99090,99130
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-09 20:00,H,99167,99130,99200
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-09 21:00,H,99212,99200,99220
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-09 22:00,H,99208,99200,99220
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-09 23:00,H,99200,99200,99200
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-10 00:00,H,99207,99200,99210
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-10 01:00,H,99193,99180,99200
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-10 02:00,H,99185,99180,99190
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-10 03:00,H,99190,99180,99200
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-10 04:00,H,99190,99190,99190
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-10 05:00,H,99223,99200,99250
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-10 06:00,H,99285,99260,99300
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-10 07:00,H,99280,99270,99300
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-10 08:00,H,99272,99260,99290
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-10 09:00,H,99213,99190,99230
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-10 10:00,H,99183,99170,99190
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-10 11:00,H,99167,99150,99180
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-10 12:00,H,99115,99100,99140
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-10 13:00,H,99073,99050,99100
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-10 14:00,H,99033,99020,99050
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-10 15:00,H,99015,99000,99030
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-10 16:00,H,98990,98990,98990
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-10 17:00,H,99008,98990,99030
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-10 18:00,H,99025,99020,99030
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-10 19:00,H,99038,99030,99040
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-10 20:00,H,99072,99040,99110
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-10 21:00,H,99130,99120,99140
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-10 22:00,H,99132,99130,99140
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-10 23:00,H,99117,99110,99130
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-11 00:00,H,99100,99090,99110
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-11 01:00,H,99092,99080,99100
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-11 02:00,H,99080,99070,99090
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-11 03:00,H,99072,99060,99080
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-11 04:00,H,99078,99070,99080
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-11 05:00,H,99088,99080,99110
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-11 06:00,H,99133,99110,99150
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-11 07:00,H,99175,99150,99200
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-11 08:00,H,99200,99190,99210
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-11 09:00,H,99213,99210,99220
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-11 10:00,H,99172,99150,99190
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-11 11:00,H,99122,99100,99150
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-11 12:00,H,99082,99060,99100
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-11 13:00,H,99053,99050,99060
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-11 14:00,H,99037,99010,99050
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-11 15:00,H,98998,98990,99010
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-11 16:00,H,98985,98980,98990
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-11 17:00,H,98988,98980,98990
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-11 18:00,H,98990,98990,98990
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-11 19:00,H,99017,99000,99040
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-11 20:00,H,99072,99050,99100
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-11 21:00,H,99103,99100,99110
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-11 22:00,H,99113,99100,99120
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-11 23:00,H,99135,99120,99140
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-12 00:00,H,99138,99130,99140
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-12 01:00,H,99140,99130,99150
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-12 02:00,H,99128,99120,99140
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-12 03:00,H,99165,99140,99190
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-12 04:00,H,99182,99170,99200
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-12 05:00,H,99223,99200,99240
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-12 06:00,H,99276,99260,99290
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-12 07:00,H,99300,99290,99310
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-12 08:00,H,99305,99300,99310
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-12 09:00,H,99292,99290,99300
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-12 10:00,H,99280,99280,99280
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-12 11:00,H,99255,99240,99270
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-12 12:00,H,99222,99210,99230
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-12 13:00,H,99208,99200,99220
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-12 14:00,H,99192,99180,99200
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-12 15:00,H,99163,99150,99180
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-12 16:00,H,99142,99130,99150
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-12 17:00,H,99143,99130,99160
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-12 18:00,H,99198,99170,99210
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-12 19:00,H,99252,99230,99290
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-12 20:00,H,99333,99300,99360
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-12 21:00,H,99383,99380,99390
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-12 22:00,H,99410,99390,99430
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-12 23:00,H,99435,99430,99440
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-13 00:00,H,99437,99430,99440
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-13 01:00,H,99453,99440,99470
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-13 02:00,H,99495,99480,99510
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-13 03:00,H,99530,99520,99540
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-13 04:00,H,99548,99530,99560
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-13 05:00,H,99597,99570,99620
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-13 06:00,H,99645,99620,99660
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-13 07:00,H,99675,99660,99690
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-13 08:00,H,99702,99690,99710
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-13 09:00,H,99720,99710,99730
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-13 10:00,H,99693,99660,99720
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-13 11:00,H,99628,99610,99650
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-13 12:00,H,99578,99560,99600
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-13 13:00,H,99523,99510,99540
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-13 14:00,H,99488,99470,99510
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-13 15:00,H,99455,99440,99460
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-13 16:00,H,99412,99400,99430
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-13 17:00,H,99392,99380,99400
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-13 18:00,H,99432,99400,99470
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-13 19:00,H,99487,99470,99510
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-13 20:00,H,99570,99530,99590
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-13 21:00,H,99612,99600,99620
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-13 22:00,H,99605,99590,99620
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-13 23:00,H,99613,99600,99630
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-14 00:00,H,99638,99620,99650
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-14 01:00,H,99647,99640,99650
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-14 02:00,H,99663,99660,99670
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-14 03:00,H,99650,99640,99660
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-14 04:00,H,99645,99640,99650
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-14 05:00,H,99642,99630,99660
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-14 06:00,H,99685,99670,99690
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-14 07:00,H,99698,99690,99710
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-14 08:00,H,99702,99690,99710
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-14 09:00,H,99690,99680,99700
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-14 10:00,H,99683,99670,99700
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-14 11:00,H,99645,99620,99670
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-14 12:00,H,99580,99550,99610
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-14 13:00,H,99528,99510,99550
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-14 14:00,H,99478,99450,99510
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-14 15:00,H,99440,99430,99450
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-14 16:00,H,99412,99400,99420
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-14 17:00,H,99397,99390,99400
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-14 18:00,H,99403,99390,99420
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-14 19:00,H,99447,99430,99460
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-14 20:00,H,99510,99470,99540
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-14 21:00,H,99562,99550,99570
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-14 22:00,H,99583,99570,99590
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-14 23:00,H,99595,99590,99600
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-15 00:00,H,99595,99590,99600
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-15 01:00,H,99603,99590,99610
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-15 02:00,H,99588,99580,99590
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-15 03:00,H,99598,99590,99600
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-15 04:00,H,99613,99600,99620
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-15 05:00,H,99638,99630,99650
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-15 06:00,H,99657,99650,99670
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-15 07:00,H,99678,99670,99690
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-15 08:00,H,99697,99690,99700
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-15 09:00,H,99685,99670,99700
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-15 10:00,H,99662,99650,99680
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-15 11:00,H,99622,99600,99640
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-15 12:00,H,99578,99560,99600
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-15 13:00,H,99518,99490,99550
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-15 14:00,H,99447,99410,99480
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-15 15:00,H,99398,99390,99420
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-15 16:00,H,99388,99360,99410
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-15 17:00,H,99393,99380,99410
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-15 18:00,H,99422,99410,99450
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-15 19:00,H,99483,99440,99500
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-15 20:00,H,99540,99520,99570
╟ОаЖ╬ою╬AWS(╠╓аж),2024-08-15 21:00,H,99585,99570,99590
